index,date,address,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,nummosquitos,wnvpresent,year,month,day,tmax_x,tmin_x,tavg_x,depart_x,dewpoint_x,wetbulb_x,heat_x,cool_x,sunrise_x,sunset_x,codesum_x,depth_x,water1_x,snowfall_x,preciptotal_x,stnpressure_x,sealevel_x,resultspeed_x,resultdir_x,avgspeed_x,tmax_y,tmin_y,tavg_y,depart_y,dewpoint_y,wetbulb_y,heat_y,cool_y,sunrise_y,sunset_y,codesum_y,depth_y,water1_y,snowfall_y,preciptotal_y,stnpressure_y,sealevel_y,resultspeed_y,resultdir_y,avgspeed_y,species_culex_pipiens,species_culex_pipiens/restuans,species_culex_restuans,species_culex_salinarius,species_culex_tarsalis,species_culex_territans,distance,distance_3,distance_5
18,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,1,0,0,0,0,0,0.9682371350885783,1.284502416329942,1.4168348574134089
19,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,1.3004679492004734,2.1118155848071405,2.3716895387071544
20,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",53, N STREETER DR,129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,0,1,0,0,0,1.3004679492004734,2.1118155848071405,2.3716895387071544
21,2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0.6156020427234602,0.6156020427234602,0.7141757958510423
22,2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,2.10820130104023,2.586457770021402,2.999494948140128
23,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,0,1,0,0,0,0.8816195261376321,1.1824059722339848,1.5348837591317142
24,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0.0,2007.0,5.0,29.0,88,60,74,10,58,65,0, 9,0421,1917,BR HZ,0,M,0.0,0.00,29.39,30.11,5.8,18,6.5,88,65,77,M,59,66,0,12,-,-,BR HZ,M,M,M,0.00,29.44,30.09,5.8,16,7.4,0,0,1,0,0,0,0.6757953329430062,0.8883718545234801,1.1100771354943375
25,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,1.0508392712200008,1.1177968160630678,1.1768547032095515
26,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,1.0508392712200008,1.1177968160630678,1.1768547032095515
27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,2,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,1,0,0,0,0,0,1.0508392712200008,1.1177968160630678,1.1768547032095515
28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.822409717265726,0.822409717265726,1.2180776914598939
29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,15,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.822409717265726,0.822409717265726,1.2180776914598939
30,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,45,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,1.7064395325421908,1.7064395325421906,1.8075546248887986
31,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,45,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,1.7064395325421908,1.7064395325421906,1.8075546248887986
32,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,45,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,1,0,0,0,0,0,1.7064395325421908,1.7064395325421906,1.8075546248887986
33,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,46,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000001,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.35844348483030386,1.1911901295964726,1.3889802004102272
34,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,48,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.432500030842292,0.853707673116507,1.4005469954909298
35,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,48,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.432500030842292,0.853707673116507,1.4005469954909298
36,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,48,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,1,0,0,0,0,0,0.432500030842292,0.853707673116507,1.4005469954909298
37,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,49,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,1.7653591795608734,1.7653591795608736,1.7902669840920826
38,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,50,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.9516168933198454,1.0241914159519994,1.0822510340577227
39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,50,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.9516168933198454,1.0241914159519994,1.0822510340577227
40,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,54,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,1.771748893100298,1.8934375016635727,2.377459493509847
41,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,86,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,1.7819865667975654,2.273115760737648,2.520826378559704
42,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,94,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.8452131933271306,0.9141879723842165,0.9358076374659612
43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.9682371350885783,1.284502416329942,1.4168348574134089
44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.9682371350885783,1.284502416329942,1.4168348574134089
45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,96,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,1,0,0,0,0,0,0.9682371350885783,1.284502416329942,1.4168348574134089
46,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0.6156020427234602,0.6156020427234602,0.7141757958510423
47,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,9,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.6156020427234602,0.6156020427234602,0.7141757958510423
48,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.8816195261376321,1.1824059722339848,1.5348837591317142
49,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.6757953329430062,0.8883718545234801,1.1100771354943375
50,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,9,"9100  W HIGGINS AVE, Chicago, IL",41.981964000000005,-87.812827,8,2,0.0,2007.0,6.0,5.0,64,47,56,-9,48,51,9, 0,0417,1923,RA BR,0,M,0.0,0.42,29.10,29.79,5.2,5,7.6,63,51,57,M,47,52,8, 0,-,-,RA BR,M,M,M,0.27,29.16,29.78,6.2,3,8.1,0,0,1,0,0,0,0.822409717265726,0.822409717265726,0.8900902171517695
